"Drug_Name","Year","Total Prescriptions","Total Patients","Total Cost","Out-Of-Pocket Cost","Total Cost Per Day","Out-Of-Pocket Cost Per Day"
"Timolol",2022,"3,536,135","860,252","$78.45","$13.94","$1.87","$0.31"
"Clobetasol",2013,"3,361,996","1,548,198","$130.92","$11.59","$3.38","$0.59"
"Clobetasol",2014,"3,749,794","1,932,215","$109.83","$13.12","$5.55","$0.74"
"Clobetasol",2015,"3,005,122","1,461,890","$257.34","$18.30","$15.78","$0.99"
"Clobetasol",2016,"3,335,235","1,830,144","$241.49","$26.70","$9.74","$1.11"
"Clobetasol",2017,"2,438,775","1,293,120","$128.60","$20.13","$7.83","$1.28"
"Clobetasol",2018,"2,652,282","1,399,142","$143.24","$20.61","$7.22","$1.01"
"Clobetasol",2019,"3,226,423","1,688,723","$126.26","$20.55","$6.17","$1.33"
"Clobetasol",2020,"3,395,469","1,640,838","$61.18","$18.67","$4.25","$1.15"
"Clobetasol",2021,"3,428,139","1,849,660","$70.85","$18.65","$3.12","$0.76"
"Clobetasol",2022,"3,528,926","1,930,537","$72.33","$16.90","$3.61","$0.87"
"Sildenafil",2013,"3,927,748","759,242","$241.77","$61.13","$23.88","$14.23"
"Sildenafil",2014,"3,019,589","789,601","$181.53","$47.98","$12.65","$5.99"
"Sildenafil",2015,"1,946,328","588,168","$117.08","$35.52","$16.45","$9.81"
"Sildenafil",2016,"2,038,392","770,301","$141.19","$46.49","$13.95","$7.37"
"Sildenafil",2017,"2,384,706","663,625","$133.60","$63.73","$9.67","$5.52"
"Sildenafil",2018,"2,782,913","891,124","$132.43","$36.11","$14.07","$7.52"
"Sildenafil",2019,"2,877,293","973,315","$280.52","$26.44","$6.27","$2.41"
"Sildenafil",2020,"2,963,291","1,080,675","$23.71","$16.80","$0.96","$0.61"
"Sildenafil",2021,"3,613,743","1,365,796","$32.80","$16.62","$2.31","$1.14"
"Sildenafil",2022,"3,459,590","1,127,720","$19.11","$15.41","$0.66","$0.55"
"Nitrofurantoin",2013,"2,972,014","1,457,989","$53.18","$16.50","$3.81","$1.31"
"Nitrofurantoin",2014,"2,735,799","1,459,606","$55.35","$13.58","$6.45","$1.65"
"Nitrofurantoin",2015,"3,421,494","1,762,200","$48.80","$10.93","$5.63","$1.23"
"Nitrofurantoin",2016,"3,232,274","1,806,451","$73.54","$15.30","$4.37","$1.17"
"Nitrofurantoin",2017,"3,199,043","1,855,222","$58.42","$13.35","$6.86","$1.76"
"Nitrofurantoin",2018,"3,364,026","1,630,343","$57.09","$9.99","$7.27","$1.06"
"Nitrofurantoin",2019,"2,957,359","1,608,563","$168.74","$21.22","$9.63","$1.57"
"Nitrofurantoin",2020,"3,456,512","2,390,228","$59.11","$12.84","$2.28","$1.14"
"Nitrofurantoin",2021,"4,327,699","2,493,318","$29.26","$11.94","$2.90","$1.46"
"Nitrofurantoin",2022,"3,448,530","2,502,989","$32.07","$9.18","$4.19","$1.33"
"Benazepril",2013,"7,312,627","1,292,601","$11.38","$4.00","$0.32","$0.10"
"Benazepril",2014,"7,389,230","1,361,470","$15.54","$3.92","$0.25","$0.07"
"Benazepril",2015,"6,118,658","1,176,478","$15.13","$4.23","$0.29","$0.10"
"Benazepril",2016,"7,093,458","1,246,424","$15.14","$5.03","$0.32","$0.09"
"Benazepril",2017,"7,163,351","1,541,762","$17.96","$5.47","$0.27","$0.11"
"Benazepril",2018,"5,920,052","1,193,413","$12.51","$4.36","$0.21","$0.08"
"Benazepril",2019,"5,180,063","1,334,128","$14.06","$5.52","$0.21","$0.09"
"Benazepril",2020,"4,374,519","1,026,815","$9.90","$5.55","$0.14","$0.08"
"Benazepril",2021,"3,932,101","1,056,395","$10.12","$5.08","$0.14","$0.08"
"Benazepril",2022,"3,424,799","993,316","$14.14","$5.59","$0.20","$0.07"
"Fluconazole",2013,"3,092,594","1,957,007","$24.49","$10.71","$4.65","$2.21"
"Fluconazole",2014,"3,834,200","2,102,554","$26.43","$10.85","$6.71","$2.72"
"Fluconazole",2015,"3,023,610","1,793,907","$36.88","$5.57","$6.53","$1.60"
"Fluconazole",2016,"4,030,321","2,086,404","$29.66","$6.45","$3.65","$1.40"
"Fluconazole",2017,"4,505,465","2,364,875","$26.51","$8.71","$4.38","$1.73"
"Fluconazole",2018,"5,470,223","2,868,180","$26.68","$6.15","$4.62","$1.83"
"Fluconazole",2019,"5,149,547","3,048,599","$20.33","$6.82","$3.47","$1.51"
"Fluconazole",2020,"3,308,929","2,031,951","$24.86","$7.01","$2.61","$1.49"
"Fluconazole",2021,"3,276,721","2,070,358","$21.43","$6.02","$2.80","$1.29"
"Fluconazole",2022,"3,398,872","2,006,839","$14.38","$4.16","$4.30","$1.14"
"Desogestrel; Ethinyl Estradiol",2013,"6,042,380","1,498,451","$33.11","$15.41","$0.82","$0.28"
"Desogestrel; Ethinyl Estradiol",2014,"7,537,023","1,866,920","$31.59","$3.95","$0.64","$0.15"
"Desogestrel; Ethinyl Estradiol",2015,"3,855,278","733,709","$17.13","$2.59","$0.54","$0.10"
"Desogestrel; Ethinyl Estradiol",2016,"5,062,634","942,199","$42.73","$4.12","$1.01","$0.10"
"Desogestrel; Ethinyl Estradiol",2017,"3,797,028","884,961","$24.47","$5.43","$0.54","$0.10"
"Desogestrel; Ethinyl Estradiol",2018,"3,633,965","769,834","$25.63","$4.79","$0.54","$0.01"
"Desogestrel; Ethinyl Estradiol",2019,"5,264,389","1,110,114","$29.36","$4.51","$0.86","$0.15"
"Desogestrel; Ethinyl Estradiol",2020,"5,444,043","1,185,053","$33.58","$4.30","$0.95","$0.05"
"Desogestrel; Ethinyl Estradiol",2021,"4,229,811","894,531","$26.67","$4.67","$0.60","$0.07"
"Desogestrel; Ethinyl Estradiol",2022,"3,308,281","957,396","$40.46","$4.80","$0.85","$0.11"
"Mupirocin",2013,"2,361,909","1,722,015","$36.01","$8.96","$3.75","$1.17"
"Mupirocin",2014,"2,779,500","2,059,001","$30.49","$6.33","$3.15","$0.59"
"Mupirocin",2015,"2,660,707","2,021,853","$40.97","$7.58","$3.52","$0.75"
"Mupirocin",2016,"2,833,713","2,083,768","$47.67","$6.24","$3.80","$0.59"
"Mupirocin",2017,"3,140,100","2,133,459","$29.78","$6.56","$3.24","$0.72"
"Mupirocin",2018,"3,798,015","2,382,129","$52.01","$8.44","$5.03","$0.97"
"Mupirocin",2019,"3,064,118","2,172,326","$44.63","$6.19","$4.42","$0.58"
"Mupirocin",2020,"2,373,039","1,750,780","$41.40","$8.87","$3.77","$0.63"
"Mupirocin",2021,"2,274,043","1,802,051","$44.56","$5.89","$3.74","$0.51"
"Mupirocin",2022,"3,302,563","2,396,124","$26.03","$5.77","$2.18","$0.37"
"Ropinirole",2013,"5,144,490","881,428","$44.39","$10.11","$1.05","$0.19"
"Ropinirole",2014,"4,438,220","931,504","$53.20","$8.72","$1.12","$0.22"
"Ropinirole",2015,"4,672,606","850,189","$66.13","$9.11","$1.75","$0.28"
"Ropinirole",2016,"6,628,478","1,008,657","$33.18","$12.31","$0.77","$0.28"
"Ropinirole",2017,"6,915,600","1,147,792","$46.98","$9.28","$0.90","$0.18"
"Ropinirole",2018,"6,224,574","1,266,850","$52.11","$7.96","$0.99","$0.17"
"Ropinirole",2019,"4,487,533","997,625","$53.91","$12.16","$0.74","$0.19"
"Ropinirole",2020,"3,776,826","765,133","$27.13","$8.97","$0.38","$0.13"
"Ropinirole",2021,"4,102,324","853,008","$22.70","$8.24","$0.39","$0.13"
"Ropinirole",2022,"3,241,699","781,835","$37.04","$11.25","$0.57","$0.16"
"Sacubitril; Valsartan",2018,"1,249,668","249,942","$850.88","$102.61","$17.39","$1.33"
"Sacubitril; Valsartan",2019,"2,165,813","435,484","$798.15","$38.68","$17.88","$0.77"
"Sacubitril; Valsartan",2020,"2,212,116","449,592","$1,024.84","$43.98","$16.57","$0.77"
"Sacubitril; Valsartan",2021,"2,591,806","558,518","$1,069.68","$44.53","$19.72","$1.02"
"Sacubitril; Valsartan",2022,"3,183,215","727,811","$1,225.78","$92.19","$21.14","$2.00"
"Acetaminophen; Codeine",2013,"7,619,713","4,938,389","$9.20","$4.43","$2.34","$1.29"
"Acetaminophen; Codeine",2014,"7,483,188","4,756,370","$9.84","$4.77","$2.24","$1.29"
"Acetaminophen; Codeine",2015,"7,924,622","4,866,929","$10.92","$5.40","$2.67","$1.66"
"Acetaminophen; Codeine",2016,"6,329,214","3,938,383","$13.67","$4.15","$2.01","$0.75"
"Acetaminophen; Codeine",2017,"5,634,272","3,261,695","$10.55","$3.92","$1.53","$0.74"
"Acetaminophen; Codeine",2018,"4,449,540","2,142,526","$19.25","$6.85","$3.10","$1.17"
"Acetaminophen; Codeine",2019,"3,508,582","1,971,731","$12.30","$3.52","$2.14","$0.53"
"Acetaminophen; Codeine",2020,"2,791,617","1,314,846","$18.65","$4.39","$1.76","$0.71"
"Acetaminophen; Codeine",2021,"2,794,323","1,367,664","$13.68","$4.36","$1.33","$0.62"
"Acetaminophen; Codeine",2022,"3,179,641","1,402,706","$15.24","$6.55","$1.19","$0.60"
"Oxcarbazepine",2013,"2,958,910","426,066","$151.35","$5.29","$4.19","$0.14"
"Oxcarbazepine",2014,"4,148,660","638,692","$80.22","$9.60","$2.42","$0.24"
"Oxcarbazepine",2015,"3,735,665","530,945","$49.35","$8.40","$1.72","$0.23"
"Oxcarbazepine",2016,"2,009,881","347,565","$73.79","$10.85","$2.19","$0.31"
"Oxcarbazepine",2017,"2,434,656","388,921","$167.93","$15.46","$1.48","$0.28"
"Oxcarbazepine",2018,"3,902,394","611,913","$144.84","$17.00","$1.58","$0.16"
"Oxcarbazepine",2019,"3,796,002","632,006","$33.08","$8.00","$0.84","$0.11"
"Oxcarbazepine",2020,"4,276,699","567,473","$39.69","$7.94","$1.15","$0.17"
"Oxcarbazepine",2021,"4,492,392","759,481","$184.46","$9.29","$4.31","$0.15"
"Oxcarbazepine",2022,"3,138,991","623,643","$260.85","$14.29","$5.73","$0.52"
"Cefdinir",2013,"2,396,519","1,839,439","$58.54","$15.14","$4.85","$1.44"
"Cefdinir",2014,"2,339,504","1,777,245","$56.02","$19.09","$6.13","$2.17"
"Cefdinir",2015,"2,466,455","2,039,847","$40.14","$14.34","$5.08","$1.48"
"Cefdinir",2016,"2,232,167","1,929,637","$42.53","$14.47","$4.07","$1.27"
"Cefdinir",2017,"2,845,144","1,796,541","$47.99","$10.66","$5.93","$1.16"
"Cefdinir",2018,"4,361,025","2,668,804","$43.10","$10.71","$5.43","$1.19"
"Cefdinir",2019,"3,839,266","3,008,107","$42.41","$9.83","$5.19","$1.03"
"Cefdinir",2020,"2,061,206","1,703,206","$44.08","$10.17","$4.01","$1.25"
"Cefdinir",2021,"2,335,533","1,770,777","$27.94","$10.17","$3.24","$0.98"
"Cefdinir",2022,"3,098,850","2,412,211","$26.04","$9.76","$2.84","$0.86"
"Diazepam",2013,"7,943,754","1,964,647","$12.26","$2.78","$2.25","$0.45"
"Diazepam",2014,"9,134,522","2,320,268","$13.43","$3.86","$1.14","$0.30"
"Diazepam",2015,"8,899,752","2,376,764","$18.22","$2.96","$4.43","$0.50"
"Diazepam",2016,"6,606,345","1,857,674","$18.63","$3.19","$1.46","$0.29"
"Diazepam",2017,"5,184,805","1,448,517","$16.30","$2.51","$5.56","$0.55"
"Diazepam",2018,"6,448,085","1,907,386","$20.09","$3.32","$5.19","$0.33"
"Diazepam",2019,"5,711,206","1,600,062","$18.41","$4.77","$2.21","$0.44"
"Diazepam",2020,"4,972,397","1,184,256","$12.88","$4.42","$0.85","$0.43"
"Diazepam",2021,"3,898,003","1,247,334","$12.15","$2.65","$0.64","$0.35"
"Diazepam",2022,"3,093,210","1,011,956","$7.74","$1.72","$1.14","$0.51"
"Amlodipine; Benazepril",2013,"6,931,114","1,246,610","$109.53","$29.44","$1.93","$0.42"
"Amlodipine; Benazepril",2014,"5,450,572","1,125,080","$85.67","$15.59","$1.38","$0.22"
"Amlodipine; Benazepril",2015,"6,485,663","1,148,431","$75.41","$27.87","$2.04","$0.98"
"Amlodipine; Benazepril",2016,"4,829,728","917,909","$73.00","$7.95","$1.25","$0.16"
"Amlodipine; Benazepril",2017,"3,896,258","764,765","$61.46","$10.21","$0.96","$0.21"
"Amlodipine; Benazepril",2018,"3,284,178","795,990","$54.96","$14.38","$0.97","$0.25"
"Amlodipine; Benazepril",2019,"2,332,425","570,960","$48.63","$12.08","$0.66","$0.19"
"Amlodipine; Benazepril",2020,"3,434,363","711,394","$67.12","$9.98","$1.12","$0.21"
"Amlodipine; Benazepril",2021,"3,883,604","933,017","$59.28","$13.75","$0.75","$0.21"
"Amlodipine; Benazepril",2022,"3,083,302","839,349","$69.80","$16.71","$0.95","$0.20"
"Olanzapine",2013,"1,754,318","257,240","$220.55","$7.13","$5.54","$0.25"
"Olanzapine",2014,"2,414,546","316,274","$234.69","$7.82","$7.36","$0.30"
"Olanzapine",2015,"2,438,399","334,687","$243.10","$4.19","$4.36","$0.13"
"Olanzapine",2016,"2,340,233","351,062","$370.32","$82.68","$14.76","$3.28"
"Olanzapine",2017,"2,054,103","435,562","$182.18","$65.99","$6.02","$2.27"
"Olanzapine",2018,"2,354,778","506,268","$170.00","$72.88","$1.48","$0.21"
"Olanzapine",2019,"3,165,180","528,975","$55.01","$7.18","$0.54","$0.15"
"Olanzapine",2020,"3,498,182","638,470","$21.34","$11.22","$0.56","$0.20"
"Olanzapine",2021,"3,347,385","600,079","$41.76","$10.87","$0.60","$0.18"
"Olanzapine",2022,"3,028,056","443,521","$69.66","$13.70","$2.63","$0.53"
"Tadalafil",2013,"2,704,475","573,129","$134.91","$68.00","$5.45","$2.90"
"Tadalafil",2014,"1,561,001","569,833","$209.51","$74.59","$11.89","$4.05"
"Tadalafil",2015,"1,389,759","309,163","$210.53","$80.70","$8.40","$2.57"
"Tadalafil",2016,"1,491,002","395,677","$343.72","$97.81","$12.60","$2.86"
"Tadalafil",2017,"1,432,096","335,289","$443.11","$157.83","$12.61","$5.65"
"Tadalafil",2018,"1,893,022","403,359","$364.50","$63.24","$12.06","$3.23"
"Tadalafil",2019,"1,379,014","411,977","$273.60","$76.09","$11.31","$3.43"
"Tadalafil",2020,"1,615,968","439,516","$82.48","$28.66","$5.87","$0.98"
"Tadalafil",2021,"3,167,761","757,242","$60.71","$21.71","$1.56","$0.88"
"Tadalafil",2022,"3,024,680","709,112","$25.29","$16.60","$0.66","$0.53"
"Nebivolol",2013,"3,893,452","823,654","$112.80","$34.16","$2.93","$0.86"
"Nebivolol",2014,"4,961,230","1,065,465","$129.56","$46.14","$2.82","$1.04"
"Nebivolol",2015,"4,413,472","871,655","$163.82","$43.51","$3.81","$1.14"
"Nebivolol",2016,"5,686,450","875,326","$177.10","$52.53","$3.92","$1.02"
"Nebivolol",2017,"4,473,865","818,943","$203.34","$53.66","$4.81","$1.57"
"Nebivolol",2018,"2,955,158","594,858","$232.78","$41.52","$5.40","$1.10"
"Nebivolol",2019,"3,061,887","667,364","$316.65","$64.10","$5.97","$1.13"
"Nebivolol",2020,"1,889,275","492,665","$326.61","$62.03","$4.83","$1.31"
"Nebivolol",2021,"1,554,152","446,018","$362.81","$72.49","$6.02","$1.06"
"Nebivolol",2022,"3,006,294","724,281","$166.02","$65.63","$2.32","$0.94"
"Valproate",2013,"6,100,113","934,548","$116.87","$5.04","$3.91","$0.13"
"Valproate",2014,"7,299,035","1,140,997","$202.41","$8.27","$6.22","$0.23"
"Valproate",2015,"6,112,173","964,047","$133.61","$12.52","$3.57","$0.22"
"Valproate",2016,"5,484,270","793,763","$111.89","$5.51","$4.18","$0.18"
"Valproate",2017,"5,945,499","882,364","$102.10","$8.47","$3.31","$0.26"
"Valproate",2018,"5,381,902","888,831","$113.34","$10.85","$3.10","$0.41"
"Valproate",2019,"5,824,937","910,407","$47.30","$9.43","$1.46","$0.22"
"Valproate",2020,"6,000,123","909,451","$40.89","$13.38","$1.43","$0.47"
"Valproate",2021,"3,633,026","713,499","$74.26","$7.64","$1.57","$0.24"
"Valproate",2022,"2,969,360","553,891","$61.62","$9.67","$1.16","$0.19"
"Ketoconazole",2013,"1,705,278","953,862","$16.57","$4.79","$1.03","$0.25"
"Ketoconazole",2014,"2,755,012","1,344,342","$30.42","$9.79","$1.93","$0.66"
"Ketoconazole",2015,"2,119,367","1,096,706","$34.63","$6.34","$2.72","$0.25"
"Ketoconazole",2016,"2,654,870","1,339,147","$70.66","$9.74","$1.92","$0.38"
"Ketoconazole",2017,"2,358,068","1,324,641","$35.71","$8.41","$1.91","$0.45"
"Ketoconazole",2018,"3,222,574","1,651,757","$37.38","$6.88","$2.09","$0.36"
"Ketoconazole",2019,"3,573,982","1,796,305","$54.48","$9.40","$3.03","$0.35"
"Ketoconazole",2020,"3,417,349","1,674,690","$37.50","$7.06","$1.76","$0.29"
"Ketoconazole",2021,"3,429,167","1,987,923","$29.10","$8.62","$1.52","$0.38"
"Ketoconazole",2022,"2,955,996","1,496,073","$26.85","$7.01","$1.38","$0.32"
"Dicyclomine",2013,"2,891,923","910,925","$10.46","$4.36","$0.73","$0.28"
"Dicyclomine",2014,"2,962,064","1,091,006","$14.53","$4.95","$0.69","$0.25"
"Dicyclomine",2015,"3,279,569","1,073,513","$18.01","$3.54","$0.66","$0.20"
"Dicyclomine",2016,"3,502,152","1,077,860","$26.43","$3.81","$1.14","$0.20"
"Dicyclomine",2017,"3,290,774","1,036,150","$15.30","$4.14","$0.76","$0.17"
"Dicyclomine",2018,"3,076,088","1,029,343","$21.19","$4.53","$1.06","$0.24"
"Dicyclomine",2019,"3,730,730","1,156,286","$27.59","$5.64","$0.79","$0.24"
"Dicyclomine",2020,"4,060,734","1,125,571","$22.17","$9.77","$0.89","$0.22"
"Dicyclomine",2021,"3,919,946","1,194,528","$25.14","$6.91","$0.86","$0.23"
"Dicyclomine",2022,"2,924,051","1,008,828","$29.57","$6.73","$0.94","$0.22"
"Budesonide",2013,"4,062,189","1,089,033","$491.38","$43.43","$14.23","$1.95"
"Budesonide",2014,"3,808,496","1,232,219","$484.26","$53.82","$16.37","$1.99"
"Budesonide",2015,"4,265,795","1,007,465","$541.91","$20.84","$19.47","$0.29"
"Budesonide",2016,"2,634,694","935,323","$370.31","$23.92","$12.80","$0.80"
"Budesonide",2017,"3,077,886","1,060,577","$384.76","$58.67","$10.92","$1.63"
"Budesonide",2018,"3,312,207","1,007,610","$295.90","$46.68","$12.91","$1.66"
"Budesonide",2019,"2,749,945","886,015","$356.91","$96.00","$9.87","$1.82"
"Budesonide",2020,"2,337,016","791,502","$237.43","$38.04","$6.32","$2.40"
"Budesonide",2021,"2,617,796","858,977","$347.33","$39.89","$8.17","$1.04"
"Budesonide",2022,"2,800,249","864,807","$767.09","$37.90","$15.29","$0.49"
"Albuterol; Ipratropium",2013,"4,581,629","1,009,926","$266.48","$36.93","$8.68","$0.70"
"Albuterol; Ipratropium",2014,"4,445,835","1,153,408","$249.96","$22.42","$8.65","$0.57"
"Albuterol; Ipratropium",2015,"4,970,382","1,068,157","$250.76","$17.26","$7.94","$0.60"
"Albuterol; Ipratropium",2016,"3,774,880","905,017","$192.12","$11.18","$5.27","$0.30"
"Albuterol; Ipratropium",2017,"3,622,793","817,191","$276.16","$20.44","$9.83","$0.60"
"Albuterol; Ipratropium",2018,"4,789,978","1,131,554","$243.77","$39.20","$7.59","$1.03"
"Albuterol; Ipratropium",2019,"4,231,364","1,046,066","$271.27","$18.11","$8.78","$0.75"
"Albuterol; Ipratropium",2020,"3,967,936","902,034","$289.73","$18.59","$7.72","$0.65"
"Albuterol; Ipratropium",2021,"3,876,201","858,352","$294.60","$39.35","$6.60","$1.90"
"Albuterol; Ipratropium",2022,"2,771,010","794,788","$218.91","$30.64","$7.34","$1.33"
"Anastrozole",2013,"3,058,612","586,248","$97.70","$11.00","$3.03","$0.12"
"Anastrozole",2014,"3,146,379","559,432","$193.23","$10.12","$3.17","$0.15"
"Anastrozole",2015,"3,252,197","598,942","$116.42","$7.86","$1.16","$0.12"
"Anastrozole",2016,"2,341,266","443,067","$34.26","$8.30","$0.56","$0.10"
"Anastrozole",2017,"1,674,379","394,297","$30.68","$11.14","$0.45","$0.19"
"Anastrozole",2018,"2,292,337","520,896","$57.32","$7.43","$0.81","$0.16"
"Anastrozole",2019,"3,338,664","811,943","$123.47","$8.66","$1.75","$0.16"
"Anastrozole",2020,"3,090,061","727,779","$40.76","$7.63","$0.50","$0.10"
"Anastrozole",2021,"2,728,845","573,970","$39.42","$8.84","$0.72","$0.14"
"Anastrozole",2022,"2,676,294","623,266","$25.95","$5.69","$0.34","$0.09"
"Doxazosin",2013,"4,845,876","951,675","$23.58","$6.49","$0.47","$0.12"
"Doxazosin",2014,"4,676,441","882,946","$37.00","$12.18","$0.71","$0.26"
"Doxazosin",2015,"4,200,095","931,815","$38.95","$14.43","$0.59","$0.20"
"Doxazosin",2016,"4,010,324","816,885","$30.28","$10.40","$0.57","$0.27"
"Doxazosin",2017,"4,370,837","842,874","$33.64","$9.82","$0.74","$0.20"
"Doxazosin",2018,"3,472,418","745,468","$32.28","$12.14","$0.63","$0.21"
"Doxazosin",2019,"2,515,836","648,593","$23.52","$9.91","$0.40","$0.23"
"Doxazosin",2020,"2,303,044","559,689","$19.51","$8.84","$0.30","$0.11"
"Doxazosin",2021,"2,340,070","593,551","$16.67","$9.11","$0.29","$0.13"
"Doxazosin",2022,"2,644,458","659,808","$27.03","$9.09","$0.42","$0.20"
"Ciprofloxacin",2013,"7,189,978","4,976,306","$33.97","$10.98","$4.56","$1.41"
"Ciprofloxacin",2014,"8,506,129","5,825,178","$26.01","$6.08","$3.49","$0.81"
"Ciprofloxacin",2015,"7,793,068","5,250,940","$34.60","$8.04","$3.16","$0.77"
"Ciprofloxacin",2016,"6,396,518","4,875,244","$27.32","$9.11","$2.21","$0.63"
"Ciprofloxacin",2017,"6,075,065","3,934,727","$32.14","$6.78","$4.52","$0.92"
"Ciprofloxacin",2018,"5,986,935","3,945,715","$13.66","$4.30","$1.78","$0.62"
"Ciprofloxacin",2019,"5,878,441","4,027,141","$31.56","$7.94","$4.80","$1.31"
"Ciprofloxacin",2020,"4,759,043","3,141,345","$23.33","$7.92","$2.98","$1.03"
"Ciprofloxacin",2021,"4,147,677","2,735,003","$16.56","$4.18","$2.42","$0.63"
"Ciprofloxacin",2022,"2,622,220","1,994,293","$16.45","$4.05","$2.21","$0.55"
"Metformin; Sitagliptin",2013,"2,233,459","426,420","$418.55","$51.42","$9.09","$0.95"
"Metformin; Sitagliptin",2014,"3,361,621","617,988","$448.92","$50.99","$9.38","$1.20"
"Metformin; Sitagliptin",2015,"4,189,472","808,242","$670.03","$76.42","$14.00","$2.20"
"Metformin; Sitagliptin",2016,"3,150,401","627,332","$554.21","$38.44","$11.01","$0.84"
"Metformin; Sitagliptin",2017,"4,735,729","768,745","$499.02","$59.11","$11.57","$1.45"
"Metformin; Sitagliptin",2018,"3,991,205","727,627","$674.80","$49.24","$12.13","$1.10"
"Metformin; Sitagliptin",2019,"3,363,543","668,951","$706.08","$28.34","$13.33","$0.56"
"Metformin; Sitagliptin",2020,"3,847,462","726,067","$815.99","$56.11","$17.03","$1.61"
"Metformin; Sitagliptin",2021,"3,755,407","784,043","$754.84","$72.95","$14.50","$1.58"
"Metformin; Sitagliptin",2022,"2,611,967","597,745","$808.00","$66.43","$16.76","$1.12"
"Risperidone",2013,"5,163,724","767,505","$121.57","$17.08","$4.25","$0.08"
"Risperidone",2014,"5,798,068","893,991","$97.12","$4.24","$4.00","$0.28"
"Risperidone",2015,"5,575,236","934,662","$129.90","$3.30","$4.78","$0.09"
"Risperidone",2016,"3,975,563","659,969","$140.10","$25.56","$5.32","$0.99"
"Risperidone",2017,"4,075,364","577,579","$144.74","$3.95","$3.33","$0.12"
"Risperidone",2018,"3,909,621","705,780","$52.68","$4.84","$1.18","$0.20"
"Risperidone",2019,"4,285,907","663,688","$16.94","$2.29","$0.39","$0.07"
"Risperidone",2020,"4,462,991","698,895","$10.87","$2.37","$0.31","$0.07"
"Risperidone",2021,"4,225,629","584,233","$12.30","$1.55","$0.30","$0.05"
"Risperidone",2022,"2,609,294","536,202","$196.90","$2.14","$0.28","$0.06"
"Torsemide",2013,"1,155,960","283,806","$20.34","$9.34","$0.41","$0.18"
"Torsemide",2014,"1,886,103","356,833","$35.62","$8.45","$0.74","$0.13"
"Torsemide",2015,"1,980,273","377,630","$16.63","$4.75","$0.51","$0.08"
"Torsemide",2016,"2,146,198","399,631","$28.04","$8.52","$0.55","$0.12"
"Torsemide",2017,"1,615,074","420,462","$27.82","$4.92","$0.76","$0.10"
"Torsemide",2018,"1,617,596","383,683","$16.61","$4.55","$0.42","$0.12"
"Torsemide",2019,"2,117,192","476,144","$18.74","$8.25","$0.33","$0.17"
"Torsemide",2020,"2,257,787","543,956","$24.18","$6.23","$0.36","$0.09"
"Torsemide",2021,"2,753,009","530,362","$29.28","$7.70","$0.48","$0.12"
"Torsemide",2022,"2,524,293","631,189","$33.39","$8.43","$0.39","$0.12"
"Cyclosporine",2013,"1,320,514","492,280","$309.38","$55.96","$10.70","$1.78"
"Cyclosporine",2014,"2,240,774","817,377","$491.39","$85.09","$10.96","$2.27"
"Cyclosporine",2015,"2,736,813","920,669","$630.72","$77.30","$13.83","$1.49"
"Cyclosporine",2016,"2,544,291","995,791","$724.83","$61.91","$15.02","$0.87"
"Cyclosporine",2017,"1,834,554","767,580","$862.74","$46.17","$17.11","$0.77"
"Cyclosporine",2018,"2,323,787","857,473","$993.12","$42.10","$18.54","$0.90"
"Cyclosporine",2019,"2,889,776","904,132","$1,105.31","$30.80","$18.14","$0.54"
"Cyclosporine",2020,"2,267,430","934,638","$1,150.17","$71.08","$18.87","$1.60"
"Cyclosporine",2021,"2,802,769","871,693","$985.86","$68.09","$19.97","$1.26"
"Cyclosporine",2022,"2,478,714","864,942","$1,160.69","$53.12","$20.98","$1.13"
"Dexlansoprazole",2013,"3,898,564","829,066","$174.71","$29.80","$4.88","$0.84"
"Dexlansoprazole",2014,"2,402,825","620,727","$261.37","$35.28","$6.21","$0.78"
"Dexlansoprazole",2015,"2,705,543","689,414","$418.09","$35.81","$8.95","$0.32"
"Dexlansoprazole",2016,"3,153,131","729,644","$303.40","$48.58","$7.87","$0.90"
"Dexlansoprazole",2017,"2,696,880","495,902","$409.86","$37.46","$8.79","$0.61"
"Dexlansoprazole",2018,"2,464,913","500,672","$558.23","$34.48","$9.13","$0.46"
"Dexlansoprazole",2019,"2,290,526","482,099","$514.46","$52.81","$9.23","$0.68"
"Dexlansoprazole",2020,"1,576,633","404,472","$474.01","$31.69","$9.49","$0.56"
"Dexlansoprazole",2022,"2,454,438","674,083","$470.46","$52.27","$9.03","$1.57"
"Ramipril",2013,"6,420,104","1,139,611","$24.07","$9.42","$0.70","$0.22"
"Ramipril",2014,"7,511,222","1,266,308","$38.28","$7.50","$0.48","$0.15"
"Ramipril",2015,"6,031,523","1,049,993","$38.75","$7.75","$0.38","$0.15"
"Ramipril",2016,"4,206,514","872,307","$58.54","$9.46","$0.90","$0.18"
"Ramipril",2017,"5,318,556","1,070,376","$71.23","$7.16","$0.85","$0.16"
"Ramipril",2018,"3,989,667","951,186","$28.10","$10.19","$0.60","$0.17"
"Ramipril",2019,"3,271,102","853,882","$39.31","$11.50","$0.57","$0.17"
"Ramipril",2020,"2,466,660","772,772","$25.96","$8.91","$0.38","$0.05"
"Ramipril",2021,"2,305,401","637,126","$16.98","$8.77","$0.23","$0.11"
"Ramipril",2022,"2,404,446","558,392","$15.16","$11.61","$0.32","$0.23"
"Verapamil",2013,"6,518,259","1,122,241","$27.35","$10.34","$0.70","$0.27"
