Job Title,Level,Job Title Full,Salary Estimate,Salary_Min,Salary_Max,Salary_Avg,Rating,Company Name,Glassdoor_Rating,Location,Location_State,Company_Headquarters,Company_Size,Founded,Type of ownership,Industry,Sector,Revenue (USD)
Data Scientist,Senior,Data Scientist - Senior,$114K-$182K ,"$114,000","$182,000 ","$148,000 ",3.9,"Zest AI
",3.9,"Burbank, CA",CA,"Burbank, CA",51 to 200 employees,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million 
Data Scientist,Senior,Data Scientist - Senior,$130K-$208K ,"$130,000","$208,000 ","$169,000 ",4.1,"CK-12 Foundation
",4.1,"Palo Alto, CA",CA,"Palo Alto, CA",1 to 50 employees,2007,Company - Private,K-12 Education,Education,Unknown / Non-Applicable
Data Scientist,Senior,Data Scientist - Senior,$105K-$173K ,"$105,000","$173,000 ","$139,000 ",3.7,"Swiss Re
",3.7,"Armonk, NY",NY,"Zurich, Switzerland",10000+ employees,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion 
Data Scientist,Senior,Data Scientist - Senior,$84K-$136K ,"$84,000","$136,000 ","$110,000 ",2.2,"The Integer Group
",2.2,"Dallas, TX",TX,"Denver, CO",501 to 1000 employees,1993,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$50 to $100 million 
Data Scientist,Senior,Data Scientist - Senior,$95K-$154K ,"$95,000","$154,000 ","$124,500 ",3.5,"Brighthouse Financial
",3.5,"Charlotte, NC",NC,"Charlotte, NC",1001 to 5000 employees,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable
Data Scientist,Senior,Data Scientist - Senior,$97K-$160K ,"$97,000","$160,000 ","$128,500 ",4.4,"Maven Wave Partners
",4.4,"Chicago, IL",IL,"Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million 
Data Scientist,Senior,Data Scientist - Senior,$108K-$171K ,"$108,000","$171,000 ","$139,500 ",4.4,"MathWorks
",4.4,"Natick, MA",MA,"Natick, MA",1001 to 5000 employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion 
Data Scientist,Senior,Data Scientist - Senior,$110K-$150K,"$110,000","$150,000 ","$130,000 ",4.3,"Equity Residential
",4.3,"Chicago, IL",IL,"Chicago, IL",1001 to 5000 employees,1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion 
Data Scientist,Senior,Data Scientist - Senior,$95K-$154K ,"$95,000","$154,000 ","$124,500 ",3.5,"Brighthouse Financial
",3.5,"Charlotte, NC",NC,"Charlotte, NC",1001 to 5000 employees,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable
Data Scientist,Senior,Data Scientist - Senior,$94K-$153K ,"$94,000","$153,000 ","$123,500 ",4.3,"Medidata Solutions
",4.3,"New York, NY",NY,"New York, NY",1001 to 5000 employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion 
Data Scientist,Senior,Data Scientist - Senior,$89K-$144K ,"$89,000","$144,000 ","$116,500 ",4.4,"Entefy
",4.4,"Palo Alto, CA",CA,"Palo Alto, CA",1 to 50 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,Senior,Data Scientist - Senior,$97K-$160K ,"$97,000","$160,000 ","$128,500 ",4.4,"Maven Wave Partners
",4.4,"Chicago, IL",IL,"Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million 
Data Scientist,Senior,Data Scientist - Senior,$119K-$187K ,"$119,000","$187,000 ","$153,000 ",4.3,"Factual
",4.3,"Los Angeles, CA",CA,"Los Angeles, CA",51 to 200 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,Senior,Data Scientist - Senior,$102K-$165K ,"$102,000","$165,000 ","$133,500 ",3.5,"Sartorius
",3.5,"Arvada, CO",CO,"Gottingen, Germany",5001 to 10000 employees,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion 
Data Scientist,Senior,Data Scientist - Senior,$108K-$171K ,"$108,000","$171,000 ","$139,500 ",4.4,"MathWorks
",4.4,"Natick, MA",MA,"Natick, MA",1001 to 5000 employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion 
Data Scientist,Senior,Data Scientist - Senior,$89K-$144K ,"$89,000","$144,000 ","$116,500 ",4.4,"Entefy
",4.4,"Palo Alto, CA",CA,"Palo Alto, CA",1 to 50 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,Senior,Data Scientist - Senior,$82K-$132K ,"$82,000","$132,000 ","$107,000 ",4.4,"The David J. Joseph Company
",4.4,"Cincinnati, OH",OH,"Cincinnati, OH",201 to 500 employees,1885,Subsidiary or Business Segment,Metals Brokers,Mining & Metals,Unknown / Non-Applicable
Data Scientist,Senior,Data Scientist - Senior,$97K-$160K ,"$97,000","$160,000 ","$128,500 ",4.4,"Maven Wave Partners
",4.4,"Chicago, IL",IL,"Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million 
Data Scientist,Senior,Data Scientist - Senior,$119K-$187K ,"$119,000","$187,000 ","$153,000 ",4.3,"Factual
",4.3,"Los Angeles, CA",CA,"Los Angeles, CA",51 to 200 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,Senior,Data Scientist - Senior,$120K-$140K,"$120,000","$140,000 ","$130,000 ",5,"SkySync
",5.0,"Ann Arbor, MI",MI,"Ann Arbor, MI",51 to 200 employees,2011,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,Senior,Data Scientist - Senior,$108K-$171K ,"$108,000","$171,000 ","$139,500 ",4.4,"MathWorks
",4.4,"Natick, MA",MA,"Natick, MA",1001 to 5000 employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion 
Data Scientist,Senior,Data Scientist - Senior,$150K-$180K ,"$150,000","$180,000 ","$165,000 ",3.9,"Quartet Health
",3.9,"New York, NY",NY,"New York, NY",201 to 500 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,Senior,Data Scientist - Senior,$102K-$172K ,"$102,000","$172,000 ","$137,000 ",3.9,"AstraZeneca
",3.9,"New York, NY",NY,"Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Data Scientist,Senior,Data Scientist - Senior,$102K-$172K ,"$102,000","$172,000 ","$137,000 ",3.9,"AstraZeneca
",3.9,"New York, NY",NY,"Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Data Scientist,Senior,Data Scientist - Senior,$102K-$172K ,"$102,000","$172,000 ","$137,000 ",3.9,"AstraZeneca
",3.9,"New York, NY",NY,"Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Data Scientist,Senior,Data Scientist - Senior,$73K-$119K ,"$73,000","$119,000 ","$96,000 ",3.9,"Health IQ
",3.9,"Dallas, TX",TX,"Mountain View, CA",201 to 500 employees,2013,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable
Data Scientist,Senior,Data Scientist - Senior,$73K-$119K ,"$73,000","$119,000 ","$96,000 ",3.9,"Health IQ
",3.9,"Dallas, TX",TX,"Mountain View, CA",201 to 500 employees,2013,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable
Data Scientist,Senior,Data Scientist - Senior,$92K-$146K ,"$92,000","$146,000 ","$119,000 ",3.8,"PNNL
",3.8,"Seattle, WA",WA,"Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion 
Data Scientist,Senior,Data Scientist - Senior,$92K-$146K ,"$92,000","$146,000 ","$119,000 ",3.8,"PNNL
",3.8,"Seattle, WA",WA,"Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion 
Data Scientist,Senior,Data Scientist - Senior,$92K-$150K ,"$92,000","$150,000 ","$121,000 ",3.8,"Novartis
",3.8,"Cambridge, MA",MA,"Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Data Scientist,Senior,Data Scientist - Senior,$60K-$101K ,"$60,000","$101,000 ","$80,500 ",3.8,"PNNL
",3.8,"Richland, WA",WA,"Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion 
Data Scientist,Senior,Data Scientist - Senior,$60K-$101K ,"$60,000","$101,000 ","$80,500 ",3.8,"PNNL
",3.8,"Richland, WA",WA,"Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion 
Data Scientist,Senior,Data Scientist - Senior,$107K-$173K ,"$107,000","$173,000 ","$140,000 ",3.9,"AstraZeneca
",3.9,"Gaithersburg, MD",MD,"Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Data Scientist,Senior,Data Scientist - Senior,$107K-$173K ,"$107,000","$173,000 ","$140,000 ",3.9,"AstraZeneca
",3.9,"Gaithersburg, MD",MD,"Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Data Scientist,Senior,Data Scientist - Senior,$74K-$123K ,"$74,000","$123,000 ","$98,500 ",3.8,"PNNL
",3.8,"Richland, WA",WA,"Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion 
Data Scientist,Senior,Data Scientist - Senior,$92K-$150K ,"$92,000","$150,000 ","$121,000 ",3.8,"Novartis
",3.8,"Cambridge, MA",MA,"Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Data Scientist,Senior,Data Scientist - Senior,$107K-$173K ,"$107,000","$173,000 ","$140,000 ",3.9,"TransUnion
",3.9,"Chicago, IL",IL,"Chicago, IL",5001 to 10000 employees,1968,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion 
Data Scientist,Senior,Data Scientist - Senior,$107K-$173K ,"$107,000","$173,000 ","$140,000 ",3.9,"TransUnion
",3.9,"Chicago, IL",IL,"Chicago, IL",5001 to 10000 employees,1968,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion 
Data Scientist,Senior,Data Scientist - Senior,$107K-$173K ,"$107,000","$173,000 ","$140,000 ",3.9,"TransUnion
",3.9,"Chicago, IL",IL,"Chicago, IL",5001 to 10000 employees,1968,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion 
Data Scientist,Senior,Data Scientist - Senior,$93K-$151K ,"$93,000","$151,000 ","$122,000 ",3.9,"Luminar Technologies
",3.9,"Orlando, FL",FL,"Orlando, FL",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,Senior,Data Scientist - Senior,$93K-$151K ,"$93,000","$151,000 ","$122,000 ",3.9,"Luminar Technologies
",3.9,"Orlando, FL",FL,"Orlando, FL",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,Senior,Data Scientist - Senior,$61K-$118K ,"$61,000","$118,000 ","$89,500 ",3.7,"Visa Inc.
",3.7,"Ashburn, VA",VA,"Foster City, CA",10000+ employees,1958,Company - Public,IT Services,Information Technology,$10+ billion 
Data Scientist,Senior,Data Scientist - Senior,$125K-$210K ,"$125,000","$210,000 ","$167,500 ",4,"Pfizer
",4.0,"New York, NY",NY,"New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Data Scientist,Senior,Data Scientist - Senior,$125K-$210K ,"$125,000","$210,000 ","$167,500 ",4,"Pfizer
",4.0,"New York, NY",NY,"New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Data Scientist,Senior,Data Scientist - Senior,$76K-$125K ,"$76,000","$125,000 ","$100,500 ",4.8,"Acuity Insurance
",4.8,"Sheboygan, WI",WI,"Sheboygan, WI",1001 to 5000 employees,1925,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion 
Data Scientist,Senior,Data Scientist - Senior,$107K-$172K ,"$107,000","$172,000 ","$139,500 ",3.8,"Bill.com
",3.8,"Palo Alto, CA",CA,"Palo Alto, CA",501 to 1000 employees,2006,Company - Public,Financial Transaction Processing,Finance,$50 to $100 million 
Data Scientist,Senior,Data Scientist - Senior,$107K-$172K ,"$107,000","$172,000 ","$139,500 ",3.8,"Bill.com
",3.8,"Palo Alto, CA",CA,"Palo Alto, CA",501 to 1000 employees,2006,Company - Public,Financial Transaction Processing,Finance,$50 to $100 million 
Data Scientist,Senior,Data Scientist - Senior,$131K-$207K ,"$131,000","$207,000 ","$169,000 ",3.9,"Genentech
",3.9,"South San Francisco, CA",CA,"South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Data Scientist,Senior,Data Scientist - Senior,$131K-$207K ,"$131,000","$207,000 ","$169,000 ",3.9,"Genentech
",3.9,"South San Francisco, CA",CA,"South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Data Scientist,VP,Data Scientist - VP,$83K-$166K ,"$83,000","$166,000 ","$124,500 ",3.2,"PennyMac
",3.2,"Phoenix, AZ",AZ,"Westlake Village, CA",1001 to 5000 employees,2008,Company - Public,Lending,Finance,$500 million to $1 billion 
Data Scientist,VP,Data Scientist - VP,$83K-$166K ,"$83,000","$166,000 ","$124,500 ",3.2,"PennyMac
",3.2,"Phoenix, AZ",AZ,"Westlake Village, CA",1001 to 5000 employees,2008,Company - Public,Lending,Finance,$500 million to $1 billion 
"Director - Data, Privacy and AI Governance",Director,"Director - Data, Privacy and AI Governance - Director",$67K-$135K ,"$67,000","$135,000 ","$101,000 ",3.6,"MassMutual
",3.6,"Boston, MA",MA,"Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion 
"Director - Data, Privacy and AI Governance",Director,"Director - Data, Privacy and AI Governance - Director",$67K-$135K ,"$67,000","$135,000 ","$101,000 ",3.6,"MassMutual
",3.6,"Boston, MA",MA,"Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion 
"Director, Precision Medicine Clinical Biomarker Scientist",Director,,$136K-$208K ,"$136,000","$208,000 ","$172,000 ",4,"Pfizer
",4.0,"Cambridge, MA",MA,"New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Food Scientist - Developer,,,$40K-$68K ,"$40,000","$68,000 ","$54,000 ",3.3,"Palermo's Pizza
",3.3,"Milwaukee, WI",WI,"Milwaukee, WI",501 to 1000 employees,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable
Food Scientist - Developer,,,$40K-$68K ,"$40,000","$68,000 ","$54,000 ",3.3,"Palermo's Pizza
",3.3,"Milwaukee, WI",WI,"Milwaukee, WI",501 to 1000 employees,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable
Food Scientist - Developer,,,$40K-$68K ,"$40,000","$68,000 ","$54,000 ",3.3,"Palermo's Pizza
",3.3,"Milwaukee, WI",WI,"Milwaukee, WI",501 to 1000 employees,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable
Food Scientist - Developer,,,$40K-$68K ,"$40,000","$68,000 ","$54,000 ",3.3,"Palermo's Pizza
",3.3,"Milwaukee, WI",WI,"Milwaukee, WI",501 to 1000 employees,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable
Machine Learning Engineer,,Machine Learning Engineer,$72K-$129K ,"$72,000","$129,000 ","$100,500 ",4.3,"Stratagem Group
",4.3,"Aurora, CO",CO,"Aurora, CO",1 to 50 employees,2007,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Machine Learning Engineer,,Machine Learning Engineer,$62K-$112K ,"$62,000","$112,000 ","$87,000 ",4,"Mteq
",4.0,"Fort Belvoir, VA",VA,"Lorton, VA",501 to 1000 employees,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million 
Machine Learning Engineer,,Machine Learning Engineer,$91K-$159K ,"$91,000","$159,000 ","$125,000 ",3.2,"Information Builders
",3.2,"New York, NY",NY,"New York, NY",1001 to 5000 employees,1975,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Machine Learning Engineer,,Machine Learning Engineer,$62K-$112K ,"$62,000","$112,000 ","$87,000 ",4,"Mteq
",4.0,"Fort Belvoir, VA",VA,"Lorton, VA",501 to 1000 employees,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million 
Machine Learning Engineer,,Machine Learning Engineer,$91K-$159K ,"$91,000","$159,000 ","$125,000 ",3.2,"Information Builders
",3.2,"New York, NY",NY,"New York, NY",1001 to 5000 employees,1975,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Machine Learning Engineer,,Machine Learning Engineer,$61K-$113K ,"$61,000","$113,000 ","$87,000 ",3.7,"Cboe Global Markets
",3.7,"Lenexa, KS",KS,"Chicago, IL",501 to 1000 employees,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion 
Machine Learning Engineer,,Machine Learning Engineer,$61K-$113K ,"$61,000","$113,000 ","$87,000 ",3.7,"Cboe Global Markets
",3.7,"Lenexa, KS",KS,"Chicago, IL",501 to 1000 employees,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion 
Machine Learning Engineer,,Machine Learning Engineer,$61K-$113K ,"$61,000","$113,000 ","$87,000 ",3.7,"Cboe Global Markets
",3.7,"Lenexa, KS",KS,"Chicago, IL",501 to 1000 employees,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion 
Machine Learning Engineer,,Machine Learning Engineer,$80K-$142K ,"$80,000","$142,000 ","$111,000 ",4.1,"CK-12 Foundation
",4.1,"Palo Alto, CA",CA,"Palo Alto, CA",1 to 50 employees,2007,Company - Private,K-12 Education,Education,Unknown / Non-Applicable
Machine Learning Engineer,,Machine Learning Engineer,$81K-$159K ,"$81,000","$159,000 ","$120,000 ",2.6,"Software Engineering Institute
",2.6,"Pittsburgh, PA",PA,"Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Machine Learning Engineer,,Machine Learning Engineer,$81K-$159K ,"$81,000","$159,000 ","$120,000 ",2.6,"Software Engineering Institute
",2.6,"Pittsburgh, PA",PA,"Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Machine Learning Engineer,,Machine Learning Engineer,$138K-$224K ,"$138,000","$224,000 ","$181,000 ",3.9,"Tapjoy
",3.9,"San Francisco, CA",CA,"San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million 
Machine Learning Engineer,,Machine Learning Engineer,$138K-$224K ,"$138,000","$224,000 ","$181,000 ",3.9,"Tapjoy
",3.9,"San Francisco, CA",CA,"San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million 
Machine Learning Engineer,,Machine Learning Engineer,$138K-$224K ,"$138,000","$224,000 ","$181,000 ",3.9,"Tapjoy
",3.9,"San Francisco, CA",CA,"San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million 
Machine Learning Scientist,,Machine Learning Scientist,$71K-$144K ,"$71,000","$144,000 ","$107,500 ",2.6,"Software Engineering Institute
",2.6,"Pittsburgh, PA",PA,"Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Machine Learning Scientist,Principal,Machine Learning Scientist - Principal,$176K-$289K ,"$176,000","$289,000 ","$232,500 ",4.7,"Sage Intacct
",4.7,"San Francisco, CA",CA,"San Jose, CA",501 to 1000 employees,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Machine Learning Scientist,Senior,Machine Learning Scientist - Senior,$100K-$166K ,"$100,000","$166,000 ","$133,000 ",3,"Tempus Labs
",3.0,"Chicago, IL",IL,"Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Machine Learning Scientist,Senior,Machine Learning Scientist - Senior,$100K-$166K ,"$100,000","$166,000 ","$133,000 ",3,"Tempus Labs
",3.0,"Chicago, IL",IL,"Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Machine Learning Scientist,Senior,Machine Learning Scientist - Senior,$81K-$167K ,"$81,000","$167,000 ","$124,000 ",2.6,"Software Engineering Institute
",2.6,"Pittsburgh, PA",PA,"Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Machine Learning Scientist,Senior,Machine Learning Scientist - Senior,$81K-$167K ,"$81,000","$167,000 ","$124,000 ",2.6,"Software Engineering Institute
",2.6,"Pittsburgh, PA",PA,"Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Machine Learning Scientist,Senior,Machine Learning Scientist - Senior,$81K-$167K ,"$81,000","$167,000 ","$124,000 ",2.6,"Software Engineering Institute
",2.6,"Pittsburgh, PA",PA,"Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Machine Learning Scientist,Senior,Machine Learning Scientist - Senior,$81K-$167K ,"$81,000","$167,000 ","$124,000 ",2.6,"Software Engineering Institute
",2.6,"Pittsburgh, PA",PA,"Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
"Manager, Safety Scientist, Medical Safety & Risk Management",Manager,,$68K-$125K ,"$68,000","$125,000 ","$96,500 ",3.8,"Agios Pharmaceuticals
",3.8,"Cambridge, MA",MA,"Cambridge, MA",501 to 1000 employees,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million 
Pricipal Scientist Molecular and cellular biologist,,,$52K-$101K ,"$52,000","$101,000 ","$76,500 ",3.7,"Takeda Pharmaceuticals
",3.7,"Boston, MA",MA,"OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Pricipal Scientist Molecular and cellular biologist,,,$52K-$101K ,"$52,000","$101,000 ","$76,500 ",3.7,"Takeda Pharmaceuticals
",3.7,"Boston, MA",MA,"OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
"Principal Research Scientist/Team Lead, Medicinal Chemistry - Oncology",Lead,,$120K-$145K,"$120,000","$145,000 ","$132,500 ",-1,Kronos ,,"Cambridge, MA",MA,"San Mateo, CA",Unknown,,Company - Private,,,Unknown / Non-Applicable
Principal Scientist - Immunologist,Principal,,$98K-$182K ,"$98,000","$182,000 ","$140,000 ",3.7,"Takeda Pharmaceuticals
",3.7,"Boston, MA",MA,"OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Principal Scientist - Immunologist,Principal,,$98K-$182K ,"$98,000","$182,000 ","$140,000 ",3.7,"Takeda Pharmaceuticals
",3.7,"Boston, MA",MA,"OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
"Principal Scientist, Chemistry & Immunology",Principal,,$54K-$115K ,"$54,000","$115,000 ","$84,500 ",3.3,"Rochester Regional Health
",3.3,"Rochester, NY",NY,"Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion 
"Principal Scientist, Chemistry & Immunology",Principal,,$54K-$115K ,"$54,000","$115,000 ","$84,500 ",3.3,"Rochester Regional Health
",3.3,"Rochester, NY",NY,"Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion 
"Principal Scientist, Chemistry & Immunology",Principal,,$54K-$115K ,"$54,000","$115,000 ","$84,500 ",3.3,"Rochester Regional Health
",3.3,"Rochester, NY",NY,"Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion 
"Principal Scientist, Hematology",Principal,,$54K-$115K ,"$54,000","$115,000 ","$84,500 ",3.3,"Rochester Regional Health
",3.3,"Rochester, NY",NY,"Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion 
"Principal Scientist, Hematology",Principal,,$54K-$115K ,"$54,000","$115,000 ","$84,500 ",3.3,"Rochester Regional Health
",3.3,"Rochester, NY",NY,"Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion 
"Principal Scientist, Hematology",Principal,,$54K-$115K ,"$54,000","$115,000 ","$84,500 ",3.3,"Rochester Regional Health
",3.3,"Rochester, NY",NY,"Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion 
Product Manager/Data Evangelist,Manager,,$50K-$98K ,"$50,000","$98,000 ","$74,000 ",3.2,"Numeric, LLC
",3.2,"Phila, PA",PA,"Chadds Ford, PA",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million 
Project Scientist,,,$29K-$50K ,"$29,000","$50,000 ","$39,500 ",4,"Alliance Source Testing
",4.0,"Alabaster, AL",AL,"Decatur, AL",51 to 200 employees,2000,Unknown,Architectural & Engineering Services,Business Services,$25 to $50 million 
"Project Scientist - Auton Lab, Robotics Institute",,,$56K-$91K ,"$56,000","$91,000 ","$73,500 ",2.6,"Software Engineering Institute
",2.6,"Pittsburgh, PA",PA,"Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
"Project Scientist - Auton Lab, Robotics Institute",,,$56K-$91K ,"$56,000","$91,000 ","$73,500 ",2.6,"Software Engineering Institute
",2.6,"Pittsburgh, PA",PA,"Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
"Project Scientist - Auton Lab, Robotics Institute",,,$56K-$91K ,"$56,000","$91,000 ","$73,500 ",2.6,"Software Engineering Institute
",2.6,"Pittsburgh, PA",PA,"Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
PV Scientist,,,$60K-$123K ,"$60,000","$123,000 ","$91,500 ",2.9,"Karyopharm Therapeutics Inc.
",2.9,"Newton, MA",MA,"Newton, MA",201 to 500 employees,,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
PV Scientist,,,$60K-$123K ,"$60,000","$123,000 ","$91,500 ",2.9,"Karyopharm Therapeutics Inc.
",2.9,"Newton, MA",MA,"Newton, MA",201 to 500 employees,,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
